sample_id,study_id,timepoint,arm,Prevotella,Bifidobacterium,Lactobacillus,Clostridium,Faecalibacterium,Lachnospiraceae_unclassified,Ruminococcus,Dorea,Blautia,Roseburia,Eubacterium,Firmicutes_unclassified,Succinatimonas,Dialister,Coprococcus,Streptococcus,Escherichia,Collinsella,Bacteroides,Megasphaera
ST-20001-PW,PW:1052,19wk,Arm D,22.3361,0.0,0.0,0.8795,13.14456,0.31058,4.77031,1.70555,10.74743,15.65172,3.25653,0.22671,1.29948,0.0,6.6692,0.1401,0.01111,2.10602,0.09063,0.0
ST-20003-PW,PW:1038,19wk,Arm D,4.11762,43.02393,0.34994,3.57784,5.87635,1.30701,3.79919,4.52732,3.44662,3.40687,2.82462,6.50049,2.2705,1.94767,2.67258,1.00313,0.0,3.23846,0.13649,0.91473
ST-20004-PW,PW:1050,19wk,Arm B,29.66624,1.60303,0.76221,0.72602,6.02413,7.25898,1.09645,1.5621,2.35156,6.15159,1.77531,0.15853,0.0,1.44656,1.3644,9.2421,0.13694,0.57811,0.21531,0.03595
ST-20005-PW,PW:1048,19wk,Arm D,2.13265,64.34706,2.73615,1.31018,3.5369,4.66501,1.48085,2.00306,1.11021,1.90643,1.35508,2.38772,0.11963,2.50033,0.45526,0.69887,0.12207,1.15747,0.30834,0.0
ST-20006-PW,PW:1191,19wk,Arm A,27.85284,6.29029,3.31664,2.26162,3.30036,14.91658,1.2642,4.80812,3.06715,7.66686,2.68251,0.31646,7.65252,1.8925,1.44276,1.18685,0.15411,0.60733,0.189,0.13034
ST-20007-PW,PW:1079,19wk,Arm B,1.60689,39.67262,1.44238,6.68893,0.69997,0.02563,9.25487,1.63378,1.74636,0.38432,1.93254,7.68157,0.05838,1.43779,1.71594,0.0,1.23549,3.40951,0.71766,0.86361
ST-20008-PW,PW:1043,19wk,Arm A,15.92815,0.07504,0.65186,1.05061,21.31694,1.48065,0.96888,2.53848,2.31523,3.41257,6.25741,9.57247,0.02468,1.55381,0.87451,8.54088,4.03044,2.3679,0.51814,0.0
ST-20009-PW,PW:1066,19wk,Arm C,58.41711,8.25316,2.88758,1.83021,2.7332,4.58125,0.52877,3.26977,1.30591,3.29354,0.7066,1.69521,1.04439,1.97637,1.22412,0.88949,0.48905,1.45047,0.0,0.10001
ST-20010-PW,PW:1040,19wk,Arm B,1.42037,46.84448,0.67162,5.60438,5.15951,0.12603,2.91124,2.05514,0.91773,0.06914,0.93226,6.87771,0.0,1.40488,1.61543,0.2699,0.0108,10.17955,0.10422,0.57282
ST-20011-PW,PW:1062,19wk,Arm A,45.36851,33.70121,6.91971,0.18002,1.93304,1.80986,0.10869,1.57747,0.82142,0.86816,0.49611,0.01999,0.64061,2.27192,0.75697,0.09005,0.50529,0.90553,0.04463,0.15354
ST-20012-PW,PW:1065,19wk,Arm D,0.28615,54.15454,5.51927,0.27578,6.52066,6.45529,1.65193,3.66072,1.55588,8.16123,1.12472,0.0365,0.0,0.0,1.28371,0.33077,0.0,2.4104,0.00641,0.0
ST-20013-PW,PW:1049,19wk,Arm C,25.0931,17.71036,0.3743,1.15605,6.15756,3.34869,7.93781,2.29802,2.07669,8.90834,2.32865,2.50847,1.42111,3.38533,0.8622,2.66663,0.29342,0.51348,1.77734,0.0
ST-20014-PW,PW:1098,19wk,Arm B,1.48774,34.92132,1.05719,2.63045,14.62374,1.77953,0.68735,7.48522,2.65614,2.31621,1.84605,1.80606,0.0,0.07444,2.25111,0.18046,0.40193,4.44662,0.9623,0.16918
ST-20015-PW,PW:1142,19wk,Arm B,32.8921,1.30409,30.9623,2.48062,3.15945,7.36288,0.07359,3.97639,1.18879,2.53579,3.48909,0.12405,0.0,1.93969,2.29646,1.25834,0.0,0.24413,0.06191,0.0
ST-20016-PW,PW:1218,19wk,Arm D,40.05215,10.01635,12.28249,3.58769,1.43604,1.60898,0.1234,2.04748,1.76006,4.36701,1.07831,0.06786,0.08356,0.26182,0.74118,1.95049,1.49409,0.75326,0.5367,6.77528
ST-20017-PW,PW:1096,19wk,Arm D,2.96766,40.45773,0.79903,0.25083,21.18405,0.5648,0.0,4.72423,2.83002,3.9842,2.89023,1.84684,0.0,0.88292,1.20859,0.03701,4.51095,5.05216,0.05848,0.0
ST-20018-PW,PW:1092,19wk,Arm C,25.00867,27.96264,13.6966,0.6138,1.24525,3.5116,3.52866,2.58997,2.30968,2.2173,1.43204,0.03077,0.0,0.7396,0.27884,0.5691,0.7909,0.22289,1.61203,9.37545
ST-20019-PW,PW:1197,19wk,Arm D,38.78961,4.74128,0.17252,16.56843,2.33627,4.79351,2.28021,4.8028,3.05525,4.94461,0.75501,1.3126,1.5355,1.47582,0.7891,0.01583,0.0,0.12587,0.07399,0.03675
ST-20020-PW,PW:1061,19wk,Arm C,36.09938,20.89376,1.96386,0.59381,3.93765,1.7793,0.14937,2.98379,3.39768,2.69743,0.53618,0.18402,3.33061,8.74879,0.68341,2.01179,0.39368,3.79976,0.25308,0.62758
ST-20021-PW,PW:1085,19wk,Arm A,28.64586,30.85592,0.41586,2.75064,4.22111,3.56444,1.00122,2.50014,1.39883,3.73499,0.46511,0.10829,0.00392,3.21964,0.41189,1.24565,0.11555,1.17954,0.02381,0.30371
ST-20022-PW,PW:1064,19wk,Arm D,50.37959,3.57515,0.0,1.25014,9.63766,4.52501,0.0,7.11213,3.4662,5.42617,1.65804,0.01991,0.50343,4.03709,2.38699,0.41367,0.0,1.81457,0.37647,0.0
ST-20023-PW,PW:1072,19wk,Arm C,30.0391,19.35294,0.0,8.53851,2.57858,0.57673,6.78969,2.87791,3.13734,1.14497,0.03294,0.0,2.96532,1.72045,0.0,0.772,5.0464,0.63615,0.0,1.29814
ST-20025-PW,PW:1063,19wk,Arm A,15.96347,0.9491,0.04743,2.30598,7.54248,2.03936,3.55523,2.17565,6.34217,3.49605,1.38425,12.29127,3.65844,1.0338,3.26142,0.10567,7.82839,1.07883,1.67873,0.0
ST-20026-PW,PW:1315,19wk,Arm D,37.50622,3.49397,2.81489,6.64754,4.29085,2.44607,2.87966,2.0711,2.71439,3.15147,1.70413,2.25971,17.05036,1.51646,1.48642,0.52991,0.17617,0.25897,1.26636,2.71661
ST-20027-PW,PW:1310,19wk,Arm D,3.20493,6.3383,0.0199,19.81346,3.79637,1.33418,11.30858,3.09461,2.69473,0.65347,1.48386,5.04969,6.64756,1.6826,1.33058,0.02192,0.01311,0.40667,1.51887,0.57757
ST-20028-PW,PW:1175,19wk,Arm D,16.8947,9.35384,0.3999,8.54665,3.6965,1.44852,6.34951,4.49621,5.46093,2.63995,1.89892,1.68587,15.47115,2.27916,2.42527,0.12778,0.76231,0.92095,0.00316,3.28291
ST-20029-PW,PW:1071,19wk,Arm B,29.51914,20.81774,0.28723,20.89589,5.53039,0.15987,4.18949,0.75245,1.59,0.28449,2.39996,0.27939,0.0,0.0,1.66164,0.14319,0.16863,0.22236,0.17523,0.35725
ST-20030-PW,PW:1084,19wk,Arm C,2.5413,59.03357,11.43281,1.68127,3.21112,1.9235,2.98718,3.30728,1.51787,0.39577,0.91588,1.36775,0.16354,0.93447,1.23554,0.91511,0.30663,1.53005,0.05215,0.37736
ST-20031-PW,PW:1114,19wk,Arm B,18.6575,34.19229,3.81686,1.08064,5.46295,6.62728,3.10566,1.92721,1.68129,1.40918,1.58854,6.48683,0.0,0.0,0.83986,0.20818,0.64692,1.29067,3.25205,0.0
ST-20032-PW,PW:1102,19wk,Arm C,40.48912,10.41956,2.77556,0.38662,5.82406,9.90747,0.0,1.55983,3.16275,2.09078,1.54602,0.16198,0.0,0.9113,8.58165,2.7452,2.6304,1.09784,0.0,0.0
ST-20033-PW,PW:1200,19wk,Arm C,52.29592,2.77626,1.27222,6.27374,2.1756,0.8556,3.58903,3.36503,2.82809,1.99904,1.51455,0.3795,5.32616,0.96595,1.44155,2.24182,0.40526,0.23085,0.47123,0.24265
ST-20035-PW,PW:1234,19wk,Arm B,55.142,3.95348,0.06763,2.35291,2.31704,8.04869,0.0,3.89172,3.7474,3.29343,0.91661,0.02213,0.07259,2.82294,0.75577,0.0,0.0,0.21585,0.70411,0.04787
ST-20036-PW,PW:1059,19wk,Arm B,1.26995,5.42615,0.75659,3.32749,7.38418,10.92358,3.84608,13.05719,9.31869,4.63406,4.66471,9.7274,0.02506,0.07546,6.16352,1.69891,0.05717,2.70956,0.11297,0.0
ST-20037-PW,PW:1171,19wk,Arm D,26.42813,18.37241,6.07025,4.02745,2.45277,3.04416,2.38909,2.83251,1.66554,1.30885,1.77866,0.95833,9.64194,1.52641,0.6877,0.72534,0.30858,0.50073,0.13734,6.05291
ST-20039-PW,PW:1103,19wk,Arm C,7.12342,7.4154,0.0,2.82949,4.53714,0.95729,3.88914,5.38384,2.99595,0.77812,1.75959,11.77576,5.23959,1.72543,3.98996,0.0,1.63461,1.2067,1.40248,0.0
ST-20040-PW,PW:1112,19wk,Arm C,19.70697,2.75158,0.14921,11.50111,5.20289,1.82101,3.51984,2.65511,2.382,3.09697,1.71541,15.54736,0.32919,3.42121,1.06315,0.0,1.32871,1.56546,2.34531,2.86782
ST-20041-PW,PW:1516,19wk,Arm D,21.44398,13.96959,6.87823,0.11306,3.15727,5.10879,8.69943,3.95707,3.1943,4.73484,6.20023,0.31592,0.62625,1.90992,0.49953,0.37913,1.11634,1.96832,5.11939,0.82878
ST-20043-PW,PW:1100,19wk,Arm B,46.69774,10.23538,0.52566,2.42062,4.74375,0.25686,0.25136,1.48386,5.73175,6.96084,2.31387,0.51703,0.90992,1.99443,1.1535,0.45075,1.98133,1.44203,0.51731,0.27949
ST-20045-PW,PW:1133,19wk,Arm A,1.49568,0.0,0.0,3.29257,4.75611,0.56768,7.12499,2.70339,40.47367,5.29761,2.00751,5.83227,0.0,0.0,9.7612,0.15598,0.0,0.14481,0.99378,0.0
ST-20046-PW,PW:1152,19wk,Arm C,30.36386,14.11908,0.0,0.28545,8.4987,4.2624,3.04454,3.52689,4.65816,0.70978,0.91849,1.2581,0.0,2.57408,4.55601,0.0,0.40906,1.40731,0.62269,6.71732
ST-20047-PW,PW:1182,19wk,Arm C,53.66972,12.89569,0.17976,1.18212,5.23807,3.37341,0.0839,3.20184,2.46958,6.9953,0.94976,0.14148,0.0,1.46577,1.88595,0.00792,0.0,1.84754,0.0,0.47929
ST-20048-PW,PW:1108,19wk,Arm A,0.06227,18.49322,6.57643,8.60581,8.04316,7.53438,1.22454,2.3539,3.93175,5.63347,4.85632,6.29385,0.0,0.6749,1.87891,0.06902,0.27619,1.62591,2.55918,0.0
ST-20049-PW,PW:1075,19wk,Arm D,48.54398,5.38636,3.28449,2.71186,3.26755,2.79256,0.9247,3.50881,2.75692,0.86193,3.19828,7.2008,0.0,0.26509,2.08277,0.01047,0.39513,0.62484,0.05634,0.0
ST-20050-PW,PW:1090,19wk,Arm B,60.46759,2.20838,5.24318,3.33603,2.10867,1.62584,0.09383,3.27634,2.9534,5.22474,2.93787,0.06749,0.0,0.40043,1.0877,0.54919,0.3983,0.41567,0.12732,0.04542
ST-20051-PW,PW:1188,19wk,Arm B,18.42128,2.4926,0.0,1.04856,8.18049,1.3685,6.71403,2.68905,3.41872,1.81679,1.70503,6.96874,0.21807,4.50854,1.26379,0.72437,17.77216,2.50733,3.69369,0.4824
ST-20052-PW,PW:1113,19wk,Arm D,53.39297,2.20442,0.86827,5.09124,2.04535,1.31747,0.75897,1.42775,3.80261,4.1518,0.651,0.07826,10.11184,0.94871,0.27894,0.16888,0.23998,0.11651,1.18931,0.24172
ST-20053-PW,PW:1120,19wk,Arm B,23.87932,24.93416,0.45906,1.94972,3.49417,1.71296,2.56156,4.19978,2.26958,4.29044,3.23025,0.23412,8.23874,2.09661,3.25597,1.03063,0.0,0.63762,0.03574,0.40686
ST-20054-PW,PW:1058,19wk,Arm A,52.2664,4.52469,6.52818,0.64925,1.2066,4.08833,0.0,2.01439,0.65749,7.40455,2.11314,0.0,4.99816,1.24771,0.42476,0.30318,0.0,0.16326,0.0,4.87346
ST-20055-PW,PW:1093,19wk,Arm A,5.94472,0.95181,0.00041,15.3161,2.87044,0.28212,1.78929,5.6059,14.99057,1.06112,10.63262,2.38176,1.2457,3.30525,4.64282,0.20571,4.90594,1.21753,0.31012,3.24124
ST-20056-PW,PW:1227,19wk,Arm B,2.74872,12.03581,0.14082,2.54833,4.51698,19.60876,9.88719,3.88131,5.69604,9.3365,6.88339,0.9681,1.0382,1.87166,1.89213,0.68087,3.12791,2.62549,1.22323,0.0
ST-20057-PW,PW:1068,19wk,Arm D,4.3511,4.24392,0.0,2.36947,8.7419,0.94465,5.38619,3.30548,5.14709,4.95065,1.72006,8.39771,0.0,2.81459,1.53024,0.0,7.02904,3.24213,0.59657,0.0
ST-20058-PW,PW:1127,19wk,Arm D,42.60897,4.16581,2.94199,3.27049,4.15565,4.6589,1.03632,2.92718,1.87489,6.09894,1.68091,2.42016,2.82423,3.08614,0.8707,0.01441,1.18558,0.4875,0.90635,5.19847
ST-20059-PW,PW:1155,19wk,Arm D,23.87234,16.62088,0.14541,1.00705,8.39942,6.20902,0.23818,3.01086,9.30595,6.42015,0.60634,1.57964,1.93959,2.64144,0.82992,0.27893,6.10177,2.21227,0.8317,1.52857
ST-20061-PW,PW:1224,19wk,Arm C,46.94146,16.70206,2.41514,2.12551,2.09299,2.95912,1.29645,1.21882,2.54215,4.46787,1.24771,0.72406,0.52181,0.0,2.13192,0.80689,0.00796,0.33036,0.22001,0.0
ST-20062-PW,PW:1165,19wk,Arm C,3.03469,13.97498,0.0,6.87992,7.54285,0.60259,1.86466,4.87438,3.85001,1.66929,3.16376,7.29191,0.47668,7.70092,3.77245,0.00778,9.62129,3.06093,3.54111,0.54264
ST-20063-PW,PW:1179,19wk,Arm C,22.445,11.0365,0.0,7.22832,5.61228,0.2164,4.90068,5.13701,9.5561,11.47993,7.49535,1.68003,0.0,1.61107,1.74866,0.13619,0.25383,1.75409,0.14093,0.0
ST-20064-PW,PW:1157,19wk,Arm D,41.65827,15.20028,0.42634,5.07991,6.86913,0.15139,2.37354,0.94197,7.08708,5.69608,1.02655,0.85361,3.23546,1.17144,0.73161,0.42616,0.0,0.69121,1.20352,0.0
ST-20065-PW,PW:1095,19wk,Arm D,31.31136,12.17405,24.18606,7.51864,1.37232,5.10491,2.42512,1.63042,0.80333,1.93343,1.24139,0.06506,0.0,0.71028,1.54916,1.08095,0.0,0.08979,0.43534,0.01684
ST-20066-PW,PW:1267,19wk,Arm C,11.9287,8.38458,0.0,10.29056,1.85424,6.19447,7.34563,4.24266,4.41668,3.39938,5.06031,8.30388,0.0,2.00149,1.25213,0.15178,0.05964,0.1455,0.011,1.14417
ST-20067-PW,PW:1327,19wk,Arm C,49.34251,2.54415,7.28961,3.23718,2.98084,2.3339,0.23611,4.80471,4.00438,6.17982,4.07633,0.20965,0.0,0.62048,1.48654,0.54631,0.55348,0.53395,0.18931,0.07285
ST-20068-PW,PW:1134,19wk,Arm D,22.32061,22.57367,5.47352,4.23765,6.65793,6.99211,1.28736,1.9141,1.81643,2.13019,0.84263,2.35047,1.20046,1.0879,2.28689,0.02703,0.0,2.29223,0.00621,1.4794
ST-20069-PW,PW:1159,19wk,Arm C,10.81075,0.35844,0.0,9.86394,9.05466,0.18314,10.41098,3.93926,3.14248,0.485,2.25297,9.27493,2.07505,2.66377,2.95234,0.03147,0.02619,1.01979,17.13259,0.0
ST-20070-PW,PW:1141,19wk,Arm D,48.48558,24.01629,0.15876,0.71654,1.95497,4.21357,0.81901,2.66125,3.47498,2.68511,0.33294,0.10479,0.37618,1.44179,0.84635,1.65426,0.03824,2.17909,0.0,0.16694
ST-20071-PW,PW:1145,19wk,Arm C,2.44577,17.23595,14.04216,12.99046,0.97191,1.81586,2.94231,2.62306,9.02421,0.22963,4.71231,3.56651,0.02818,1.50277,1.3436,0.19606,1.62704,1.01518,8.02534,0.3417
ST-20072-PW,PW:1163,19wk,Arm B,54.84478,16.53117,2.1557,2.38626,3.4254,2.48996,0.66287,0.81391,0.4551,1.58146,0.27478,0.56503,0.09107,1.65941,0.37256,1.41606,1.55732,0.49173,0.70786,1.36606
ST-20073-PW,PW:1082,19wk,Arm A,29.79623,0.09686,0.0362,5.30567,2.29524,0.9421,0.21728,1.53407,0.5729,4.58776,6.46896,1.26512,33.14877,0.17062,1.066,0.00964,0.0,0.14413,5.22562,0.6226
ST-20074-PW,PW:1189,19wk,Arm C,69.02723,7.0857,8.33234,1.87652,1.59609,1.10869,0.0,1.13832,1.02305,2.10723,0.04879,0.01035,2.81242,1.08822,0.24782,0.0,0.0,0.82404,0.06031,0.10839
ST-20075-PW,PW:1181,19wk,Arm A,51.21313,2.21213,1.00846,0.13508,4.46957,1.97441,2.45057,2.67117,2.15268,1.79201,1.96619,1.1139,0.0,7.83201,1.3497,0.14229,0.1896,0.95407,1.82987,1.02942
ST-20076-PW,PW:1136,19wk,Arm A,1.72717,23.03491,0.57478,1.34904,3.57153,2.195,8.34671,5.72061,9.13233,2.68676,4.39195,4.58146,0.59927,2.94634,2.12828,0.19214,1.96714,2.91632,2.24149,1.72235
ST-20077-PW,PW:1056,19wk,Arm B,41.81438,8.0636,1.91848,2.22064,3.24384,2.32614,2.08196,5.462,5.20966,4.77299,3.06421,1.71031,4.82899,0.94011,1.36277,0.36603,2.11781,0.2361,0.0,0.01372
ST-20078-PW,PW:1164,19wk,Arm A,6.03179,46.84281,1.8446,2.59779,3.61763,0.07923,5.31003,1.83062,2.11874,0.68902,1.6006,8.77976,0.16309,4.80184,0.75324,0.34492,0.04598,4.37027,0.3936,2.03989
ST-20079-PW,PW:1241,19wk,Arm D,1.93086,29.61608,30.01949,2.27171,4.43292,3.41006,4.76853,3.84687,1.96371,0.1093,0.10259,0.21241,0.14219,3.09872,0.77879,0.52527,0.64064,4.24585,1.77184,0.57094
ST-20080-PW,PW:1265,19wk,Arm A,6.11478,3.22156,1.59067,2.32389,6.54065,5.59042,18.91526,6.37357,11.74644,4.07646,6.48771,1.84664,0.0,1.14145,1.2725,0.16233,0.00797,0.77709,10.40348,0.0
ST-20081-PW,PW:1186,19wk,Arm C,9.21065,4.72549,1.69979,23.11505,5.06778,1.87429,8.956,4.06407,4.01093,0.49124,2.40574,4.56057,3.219,1.68609,1.28488,0.00122,0.11153,0.76231,0.78377,0.5275
ST-20082-PW,PW:1193,19wk,Arm B,16.22168,27.81128,0.03113,1.51747,3.38294,0.69124,3.60208,2.70322,3.23135,0.96101,2.73699,10.58863,0.0,4.03034,1.43232,0.06669,0.10856,1.09427,3.65683,0.9179
ST-20083-PW,PW:1216,19wk,Arm C,1.60277,5.51231,0.0,8.46982,7.07319,0.10358,4.89387,1.56814,3.82297,4.44042,2.12692,4.4138,0.0,0.0,6.64516,0.0,0.29016,0.70167,14.2003,0.0
ST-20084-PW,PW:1045,19wk,Arm D,14.57306,2.58119,0.03785,9.37856,2.574,14.90977,2.01972,3.73971,2.75214,5.12186,10.71692,3.43964,0.30346,1.13318,0.82211,0.0537,0.01882,0.49041,0.88111,0.12453
ST-20085-PW,PW:1078,19wk,Arm B,34.03274,16.16207,18.3638,3.01268,2.31968,4.59338,1.04087,2.65057,1.2095,1.21466,1.56452,0.40126,0.02996,0.08118,2.242,0.11273,0.02133,0.7248,0.09434,0.58561
ST-20086-PW,PW:1262,19wk,Arm C,3.33812,4.03092,0.53269,14.49071,1.95959,0.45725,16.69708,0.78374,2.44165,0.79521,8.18981,7.9396,0.57341,0.94672,1.08399,0.0,0.43652,2.54431,8.21957,0.33238
ST-20087-PW,PW:1271,19wk,Arm D,62.46012,3.46033,0.98869,1.80809,4.53221,5.23548,0.89603,1.51493,2.08836,1.3391,4.16716,1.64283,0.0,1.83727,1.14108,0.73116,0.27018,0.11782,0.62986,0.03139
ST-20088-PW,PW:1213,19wk,Arm B,21.37649,9.41916,0.0,9.64289,3.02556,2.23632,0.92077,6.77276,3.82604,2.9313,5.74808,2.25177,0.26677,1.41963,2.87401,5.34824,0.0,1.10457,3.63861,0.0
ST-20090-PW,PW:1321,19wk,Arm D,27.60552,8.93053,3.03906,2.78849,5.78589,2.3471,2.76405,7.27247,5.8432,1.28666,3.31789,2.20227,0.01601,4.33886,1.83581,0.07825,0.29813,1.83492,2.57742,0.16216
ST-20091-PW,PW:1371,19wk,Arm D,46.11323,17.00612,5.69362,0.79002,0.49552,0.09506,0.00723,0.90472,0.8875,0.34187,0.22567,0.0,6.35657,3.79013,0.05758,1.1369,0.34681,1.88022,0.02151,8.51441
ST-20092-PW,PW:1185,19wk,Arm D,28.0898,4.75202,0.08073,5.89013,1.97261,9.05137,2.05509,4.48058,2.94896,12.61023,2.05507,1.41858,2.58339,0.88434,2.79804,1.85052,0.96973,0.38292,0.11051,0.0
ST-20093-PW,PW:1411,19wk,Arm A,21.23834,23.28794,6.46136,4.05195,4.63503,1.91069,2.78265,4.53383,3.54582,1.51204,3.43044,0.53174,1.16282,5.25958,1.85629,1.81327,1.05061,0.59502,0.0,0.84268
ST-20094-PW,PW:1359,19wk,Arm B,15.75514,8.07137,7.76096,13.79224,7.10464,1.71535,4.23222,3.4147,6.43692,5.32899,1.3193,0.79616,2.6135,2.34333,0.94763,1.53127,0.71315,0.82297,1.38062,0.79446
ST-20095-PW,PW:1357,19wk,Arm D,18.01457,3.28906,1.39497,3.22433,11.57445,2.42077,6.5442,8.72326,4.20327,6.71765,6.78563,2.40416,2.41175,2.52699,1.45324,0.28874,7.13929,0.9736,0.50437,0.06367
ST-20096-PW,PW:1342,19wk,Arm D,17.04186,5.92508,24.92376,1.58558,4.29863,20.14159,0.98878,4.41362,1.88604,2.24514,2.95695,1.21255,0.0,1.70826,2.05244,0.57753,0.87702,0.80312,0.88351,0.15939
ST-20097-PW,PW:1459,19wk,Arm C,9.78521,22.74577,1.28392,5.50885,11.09385,0.21321,4.28776,6.79738,2.12369,0.32355,2.34948,7.48105,0.00914,0.24733,2.79578,0.13488,0.89442,0.68847,0.01783,0.0
ST-20098-PW,PW:1414,19wk,Arm D,16.29751,0.93377,0.25521,4.60533,3.52748,0.95257,10.02572,3.27476,2.94994,11.96912,0.74919,0.4423,2.76796,1.22608,1.16591,0.1794,28.70971,0.72685,0.2829,0.10298
ST-20099-PW,PW:1435,19wk,Arm B,7.08793,6.1637,1.36067,10.2577,2.52217,0.44071,27.96661,9.95671,3.67351,0.68979,1.2955,5.72031,0.02603,1.15325,2.5162,0.10842,0.76222,2.53176,0.46305,0.13089
ST-20100-PW,PW:1380,19wk,Arm D,1.73993,62.6594,1.05283,2.21594,1.15051,1.33063,3.32674,3.89318,2.33073,0.31767,1.67869,3.13161,0.05074,1.87477,1.78283,0.19574,0.02915,1.54412,0.49879,1.50109
ST-20101-PW,PW:1503,19wk,Arm C,27.71628,21.83733,0.76275,4.79166,4.54484,0.56144,1.99853,6.19984,3.06391,6.69522,3.08636,2.10444,0.0,0.13863,2.88308,0.03934,0.03956,1.04676,0.55147,0.0
ST-20102-PW,PW:1502,19wk,Arm D,39.16464,5.27001,9.65306,4.29467,4.36222,3.01366,0.42541,3.70791,1.77637,6.13707,2.04183,0.14219,0.10519,1.40604,1.33179,3.98638,1.91454,0.91541,0.01808,0.8756
ST-20103-PW,PW:1514,19wk,Arm B,10.47811,18.52849,1.32007,6.84507,5.20004,1.80254,15.65232,2.30889,1.93975,1.5511,2.9677,6.25631,0.41132,3.25871,1.48426,0.0,0.0,3.11145,3.10382,0.21958
