sample_id,study_id,timepoint,arm,Prevotella,Bifidobacterium,Lactobacillus,Clostridium,Faecalibacterium,Lachnospiraceae_unclassified,Ruminococcus,Dorea,Blautia,Roseburia,Eubacterium,Firmicutes_unclassified,Succinatimonas,Dialister,Coprococcus,Streptococcus,Escherichia,Collinsella,Bacteroides,Megasphaera
ST-20104-PW,PW:1409,19wk,Arm C,41.355,4.55781,1.31525,1.34397,4.71036,3.13355,1.23445,5.16171,8.26663,6.74025,3.13372,0.05926,1.24601,2.60692,1.30679,2.82907,0.57041,1.10051,0.0728,0.40541
ST-20105-PW,PW:1507,19wk,Arm A,9.29677,17.92905,5.99447,3.97039,2.95176,17.45547,4.59117,3.47682,4.13033,2.64551,1.78402,4.13819,2.3642,2.66625,1.00796,0.19699,0.02563,1.33251,0.44855,0.17564
ST-20106-PW,PW:1443,19wk,Arm B,42.01969,6.7168,5.26353,3.31973,3.444,3.58181,3.19071,2.26694,3.49374,1.96063,2.11909,0.26109,4.65374,1.38391,1.57641,0.94131,0.02934,0.44036,0.03395,0.08305
ST-20107-PW,PW:1511,19wk,Arm D,39.46378,7.06266,1.1705,5.35428,3.66966,6.2892,4.50833,3.45697,2.04496,2.43584,1.45114,2.56231,4.1112,0.00854,3.97788,4.28762,0.40992,0.81115,0.14274,0.07301
ST-20108-PW,PW:1577,19wk,Arm D,6.71605,51.56998,8.50235,2.78644,1.41375,1.33113,3.63595,3.57853,1.30642,1.28125,4.30643,3.46825,0.0,1.55624,1.39471,0.22059,0.35687,0.55941,0.1377,0.30274
ST-20109-PW,PW:1458,19wk,Arm D,33.19274,19.85905,3.59162,0.32907,3.25182,12.13499,0.15675,3.87665,1.89245,2.65597,2.42833,0.86836,0.0,0.01799,1.01844,0.04435,0.41729,2.85684,2.5714,0.16321
ST-20110-PW,PW:1081,19wk,Arm D,16.93816,9.34111,2.65865,2.26329,4.01505,0.24437,11.19862,3.59979,4.24491,2.81882,2.90351,0.97977,6.33858,0.00145,2.03458,17.8275,0.15202,0.98526,1.40594,0.74208
ST-20111-PW,PW:1495,19wk,Arm A,9.72735,7.45524,0.24078,7.12347,6.13788,3.27622,18.93431,6.89422,1.76092,1.68612,5.66696,2.52554,1.52046,6.00919,2.26696,0.0919,0.02586,1.89739,1.7158,1.01106
ST-20112-PW,PW:1593,19wk,Arm C,1.5935,4.10869,0.12544,10.49588,4.83658,0.18962,19.41505,5.51455,6.76074,0.70611,4.54713,5.57313,0.26341,2.53504,2.74278,0.03015,11.58592,1.36432,0.04399,2.54498
ST-20113-PW,PW:1504,19wk,Arm D,7.95014,1.85846,2.75021,2.89761,8.85022,2.4551,1.58414,7.59681,3.55779,6.10049,4.55811,0.83366,0.0,3.19716,3.50751,9.88397,1.3496,0.34191,0.01789,1.51631
ST-20114-PW,PW:1515,19wk,Arm B,22.7259,26.60269,0.52838,2.84214,3.0318,11.04621,0.59302,3.04143,1.05508,6.06414,0.5948,0.3552,0.0,1.8281,1.67187,0.37866,8.4729,1.78795,1.06307,0.18391
ST-20115-PW,PW:1592,19wk,Arm A,4.94197,12.35637,0.07823,5.03962,5.82722,5.48554,8.79408,7.20279,8.53197,1.09682,6.56496,2.46216,0.0,2.52181,2.79903,0.0,8.77228,1.80679,0.32753,2.53612
ST-20116-PW,PW:1512,19wk,Arm A,50.80327,4.33623,0.74763,7.02009,2.38396,1.45264,1.75868,4.59726,3.86932,2.02875,2.20798,1.66927,1.4201,2.26773,0.78476,0.35251,0.21835,0.80269,1.1039,0.45061
ST-20117-PW,PW:1492,19wk,Arm C,20.66479,9.26911,1.13927,1.91105,9.41748,7.10975,9.16702,5.79228,4.42254,3.60482,3.49235,1.91204,0.0,2.81888,4.79135,1.7597,0.14528,2.49484,0.28018,0.0
ST-20118-PW,PW:1496,19wk,Arm B,34.76694,22.80725,12.96418,0.28087,2.78684,2.15527,0.0618,1.46994,1.15579,1.85436,0.75441,0.02917,0.0,3.24829,0.41061,0.82788,0.0,1.80672,0.00686,9.69136
ST-20119-PW,PW:1506,19wk,Arm C,36.30399,3.15821,9.73279,3.75908,3.82824,1.79018,4.99908,4.04257,3.97991,7.8912,3.08909,0.42709,0.0,0.7993,1.43345,2.42997,2.05332,1.4214,0.48922,0.0562
ST-20120-PW,PW:1500,19wk,Arm D,38.39271,18.44999,3.83842,1.0463,5.06366,1.89119,1.87632,4.39387,0.78555,2.12822,1.01138,0.13362,0.87437,1.92736,1.40232,4.57313,0.29352,1.72436,0.00078,1.14441
ST-20121-PW,PW:1508,19wk,Arm C,50.10609,16.47375,7.77376,0.63473,2.06574,3.92277,1.15919,1.36854,1.90006,1.01317,1.23313,0.17581,0.0,3.19189,0.40857,0.05593,0.56468,1.79053,0.19624,1.72291
ST-20122-PW,PW:1570,19wk,Arm B,30.6655,0.04087,0.0,2.40557,4.9127,11.90279,0.0,1.42393,6.9925,2.42502,5.13282,0.14865,0.11403,0.84017,0.8176,9.61872,6.99278,0.26024,0.14272,0.0
ST-20123-PW,PW:1463,19wk,Arm A,9.63955,12.28733,2.37854,2.19655,6.90483,7.85575,6.71576,4.61919,3.50176,1.58622,15.73683,4.40249,0.31977,4.6141,1.3437,0.15084,1.35713,2.35978,0.94378,0.41784
ST-20124-PW,PW:1526,19wk,Arm A,36.68189,12.26252,2.56447,8.06737,3.43491,4.12321,4.38828,2.20932,2.79008,3.24923,1.48089,0.79313,3.15505,3.66674,1.15562,0.14121,0.43006,1.12391,0.82496,0.98127
ST-20125-PW,PW:1524,19wk,Arm B,18.68462,9.29429,4.67582,7.83061,4.02205,18.07716,2.81048,3.57608,4.87123,4.76701,3.99128,1.51906,2.87456,1.36766,1.3175,0.04535,0.12374,0.75408,0.50718,0.0
ST-20126-PW,PW:1517,19wk,Arm A,2.55302,23.20906,4.25842,5.41033,5.102,3.53448,1.89628,2.91454,1.82018,2.38173,3.85983,6.79943,1.66264,6.34259,1.74758,0.44355,2.04854,1.80496,5.27744,0.88498
ST-20127-PW,PW:1538,19wk,Arm D,18.72189,0.12399,1.37284,0.47312,4.72644,17.8262,2.43031,7.28263,4.9748,7.15754,2.5893,0.20377,1.37497,2.20129,2.82467,0.84106,0.63371,0.78742,0.88572,0.0
ST-20128-PW,PW:1528,19wk,Arm D,7.51015,30.02103,4.18326,5.27525,4.20116,2.34426,4.56233,4.99155,4.6491,0.61128,2.9888,5.93939,2.93261,3.64639,1.49535,0.0713,0.01945,1.75466,0.74798,1.06369
ST-20129-PW,PW:1582,19wk,Arm A,23.83091,11.47078,0.87366,4.26694,9.65637,8.919,2.17771,2.5888,2.81497,6.27364,2.66563,1.03603,0.0,3.00457,5.53845,2.05434,0.93019,0.7296,0.96278,1.68076
ST-20130-PW,PW:1585,19wk,Arm D,35.78108,2.49507,6.07529,1.35937,4.06706,1.47562,3.73113,5.04345,3.35412,4.51557,2.77443,0.77821,10.94885,7.11922,1.32308,0.10989,0.77972,0.29549,0.48547,0.81533
ST-20131-PW,PW:1525,19wk,Arm B,41.61072,13.964,1.25921,8.30895,3.23923,2.66563,5.91799,2.68308,4.17618,2.6963,2.28926,0.21253,0.24976,0.63261,0.64389,0.21775,0.23134,0.25501,0.0783,2.43799
ST-20132-PW,PW:1596,19wk,Arm C,3.01829,19.97697,0.43058,6.23899,2.17722,1.16921,6.9333,9.2359,3.76459,0.20887,0.67215,4.45445,0.0,5.1568,7.0357,0.00434,0.02156,1.19152,0.91955,0.01895
ST-20133-PW,PW:1523,19wk,Arm D,28.02851,6.9213,3.58745,6.06525,6.93001,5.1968,3.57983,3.47555,3.43196,8.16186,4.5469,1.20745,1.0115,0.23158,1.71187,0.07155,0.18366,0.25835,0.4927,0.0
ST-20134-PW,PW:1487,19wk,Arm B,43.63554,13.3965,3.18472,2.41877,2.61894,1.97926,0.45537,2.29779,1.1729,5.70901,1.15483,0.14506,6.53605,1.66569,0.96261,1.3657,0.24625,0.69556,0.0266,5.11684
ST-20135-PW,PW:1599,19wk,Arm B,6.1993,23.14737,2.48458,3.72659,4.2711,2.47856,3.79089,2.23136,4.55624,1.28923,3.71686,10.23277,11.66969,2.72236,1.9029,0.05153,0.20403,1.84234,0.06006,8.74277
ST-20136-PW,PW:1614,19wk,Arm A,26.13892,27.07113,35.71031,1.65787,0.4589,0.69903,0.22511,0.57817,0.2212,0.4581,0.30561,0.00308,0.0,0.84181,0.0517,0.18538,1.21886,0.05969,0.0028,0.69633
ST-20137-PW,PW:1636,19wk,Arm C,11.56922,16.49555,21.05839,0.83996,8.3861,1.31686,0.9027,8.62028,2.51271,1.94656,4.5324,1.39187,2.8225,3.75154,1.73552,0.04123,1.72598,1.03514,0.19153,0.82781
ST-20138-PW,PW:1635,19wk,Arm A,35.25561,16.26231,4.53908,2.38794,4.51254,0.70661,1.39456,2.93741,5.26926,6.93842,4.17944,2.79877,1.47944,2.32069,1.02547,1.68283,0.36015,1.16014,0.47682,0.31198
ST-20139-PW,PW:1621,19wk,Arm D,0.56505,28.06973,4.93271,4.01173,5.46871,8.84006,6.74549,8.00317,6.30081,1.50006,5.83214,2.03741,0.00879,0.13196,3.43925,0.27649,0.0,5.47641,0.02441,0.0
ST-20140-PW,PW:1625,19wk,Arm A,9.71156,0.5542,0.53587,14.5705,5.94371,0.12906,5.85877,3.51713,8.18419,4.23815,2.82893,4.01092,4.61337,1.87137,1.32724,0.03566,0.14301,0.84249,1.26787,0.0
ST-20141-PW,PW:1622,19wk,Arm B,3.16092,10.46122,3.92509,24.86056,2.07551,0.43359,6.83171,3.71453,3.13264,1.00294,2.52304,7.34071,8.56169,0.61124,0.9458,0.07284,0.23652,0.65665,0.25172,0.15958
ST-20142-PW,PW:1581,19wk,Arm A,36.18533,15.53293,4.93013,2.92357,3.36401,2.09854,3.36536,1.62887,2.3237,2.29949,2.02223,3.43921,0.00121,3.59227,0.97788,0.96151,0.0925,0.61671,1.75011,1.30019
ST-20143-PW,PW:1565,19wk,Arm C,13.10057,20.75493,34.81627,2.41063,3.34921,1.6847,1.36337,2.91638,1.76819,2.69482,1.03024,0.01396,0.42988,1.15531,0.25445,0.25667,0.07595,0.93756,0.15899,9.10879
ST-20144-PW,PW:1539,19wk,Arm C,2.27845,3.69278,2.26069,4.16394,8.43911,6.2104,17.342,9.95747,10.50311,10.50785,5.98181,3.98546,0.0,0.15802,1.89724,1.3098,0.04881,3.65337,0.24869,0.0
ST-20145-PW,PW:1567,19wk,Arm D,26.72063,8.10571,0.0,15.07329,3.77055,0.80379,4.45632,7.61054,8.64174,0.69934,3.95595,5.73012,0.71291,0.99342,2.56821,0.07679,0.09714,0.3479,1.04321,0.0
ST-20147-PW,PW:1572,19wk,Arm B,34.10208,33.77453,5.13215,3.38845,1.96315,3.28502,1.95447,2.44782,1.27819,2.4633,1.45385,0.49135,0.0,1.71199,0.2778,0.50787,0.12874,0.63884,0.15856,0.36143
ST-20148-PW,PW:1578,19wk,Arm C,2.72343,9.5497,1.77805,15.47323,4.08651,4.13856,6.90733,6.36124,6.21366,0.59722,3.55683,4.04319,2.78909,0.13823,1.23722,0.0,2.64833,2.76503,3.6088,0.15317
ST-20150-PW,PW:1654,19wk,Arm A,0.81847,31.98313,1.35649,3.13835,6.0861,0.76302,10.80824,5.80068,5.41662,0.75498,4.58216,4.27059,0.0,0.03891,4.80484,0.59146,0.52752,1.9238,3.29834,0.32004
ST-20151-PW,PW:1649,19wk,Arm C,6.95004,11.41684,0.16623,1.43535,7.0987,16.74858,0.02166,7.01213,7.66291,3.92754,4.04182,1.41865,0.08465,2.98393,4.92483,9.28089,3.56009,1.37054,0.41998,0.97975
ST-20152-PW,PW:1662,19wk,Arm A,10.03071,24.75306,2.60377,5.35154,3.67157,13.47029,0.30698,6.70591,8.50119,1.36088,1.77664,4.64196,0.0,1.70514,1.64051,0.36257,0.63051,1.76202,0.81002,0.5769
ST-20153-PW,PW:1661,19wk,Arm B,45.27028,11.46077,10.5615,5.05908,3.48401,3.78217,0.68412,2.31447,1.39378,2.18649,3.32235,2.29412,0.65669,0.32727,3.00373,0.03901,0.06333,0.67014,0.30325,0.0254
ST-20155-PW,PW:1629,19wk,Arm C,1.83903,15.65434,4.97247,13.34005,7.88071,2.57225,2.21271,8.97595,4.89727,7.08282,4.50047,2.25669,0.57132,0.0,3.25573,0.16334,0.0,2.11005,0.0126,0.0
ST-20157-PW,PW:1667,19wk,Arm C,7.92888,20.50258,2.94992,10.9213,3.29682,1.21178,9.31516,2.59889,4.46334,0.1817,3.105,5.29856,1.96819,1.92982,0.87378,0.92948,0.71437,1.62172,5.70491,0.74403
ST-20158-PW,PW:1660,19wk,Arm D,0.0,5.83698,15.09725,0.07224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2458,24.34465,0.19698,0.1828,0.0
ST-20159-PW,PW:1709,19wk,Arm C,33.75451,13.97126,0.98307,21.79042,2.70475,3.63268,1.16462,3.10378,1.355,2.05881,1.32391,2.49265,0.8353,2.10387,1.18319,0.08312,0.00771,0.40263,0.29712,0.78811
ST-20160-PW,PW:1762,32wk,Arm A,9.47103,2.82563,2.14188,5.74245,12.87716,16.45105,2.67068,6.76339,2.69473,7.65212,7.4538,0.79719,0.15176,5.32515,2.27896,0.32466,0.0,1.59492,1.29579,0.11736
ST-20162-PW,PW:1643,19wk,Arm A,31.67607,19.27845,4.65378,7.18844,1.78439,12.73225,1.61974,2.97394,1.55192,2.6285,0.79105,0.04618,0.06897,0.0236,1.66421,0.67355,0.08366,0.61867,0.11794,5.00653
ST-20166-PW,PW:1708,19wk,Arm A,1.72996,54.04283,1.51046,1.14925,7.30323,10.56285,2.1334,1.94623,3.64671,3.19454,1.7766,1.36559,0.0,0.59579,1.02995,0.9898,2.48438,0.24002,1.05618,0.0
ST-20167-PW,PW:1723,19wk,Arm C,58.30513,2.37726,2.20542,1.23138,2.19786,4.93318,0.22916,1.56976,2.72457,0.73164,0.62902,0.04285,6.55196,1.10229,0.42461,8.54663,0.60649,0.85422,0.37327,0.49631
ST-20168-PW,PW:1640,19wk,Arm D,15.89153,16.03166,3.66063,7.94206,4.64215,12.82557,2.52093,4.01974,2.91603,6.6492,3.5458,1.01588,0.88734,1.40132,2.94603,2.9981,0.0158,0.78682,0.61458,0.42492
ST-20171-PW,PW:1786,19wk,Arm C,38.08193,9.9903,18.80778,1.78466,4.82717,4.10692,1.6652,1.81593,0.66269,2.31455,1.49526,0.18144,2.4963,4.49831,1.4569,0.57517,0.11906,0.90895,0.02685,0.24408
ST-20173-PW,PW:1658,19wk,Arm B,61.84245,7.43588,1.61954,0.52884,4.93396,3.24698,1.41927,2.1233,1.21179,3.61715,1.62462,0.04848,0.37141,0.80268,0.95602,2.02848,0.0,0.28315,0.0,0.32275
ST-20174-PW,PW:1651,19wk,Arm D,32.98365,6.10314,5.63856,0.79554,3.17377,1.11026,3.09544,3.09514,2.23068,8.51144,2.3329,1.1773,11.83355,3.29887,0.95845,0.34161,0.42429,1.16312,1.02768,1.92756
ST-20176-PW,PW:1744,19wk,Arm C,2.89508,38.94268,17.12052,1.36931,3.90419,1.09636,1.65999,2.52898,1.57184,4.33863,3.28733,0.93644,0.0,3.81061,8.59526,1.218,0.01722,0.88239,0.64245,0.06125
ST-20177-PW,PW:1749,19wk,Arm B,26.58131,19.73457,7.06761,0.85084,3.10356,1.43446,1.84867,5.07063,2.61478,1.48467,3.82312,0.4705,9.86126,3.00691,0.73599,0.75696,0.0,1.77851,0.6096,0.3754
ST-20178-PW,PW:1641,19wk,Arm C,25.70387,26.38958,2.39425,2.13793,4.99683,5.51712,6.83968,2.31991,3.31604,4.94136,1.45565,0.69248,0.38684,3.71563,1.27287,0.36632,0.05177,2.12131,0.65661,0.40208
ST-20181-PW,PW:1763,19wk,Arm B,57.28684,10.69516,6.52043,0.94316,2.03524,0.13743,0.3477,2.13982,0.8198,2.32658,1.65008,0.14193,6.1061,4.32436,0.42026,0.07649,0.25274,0.87787,0.03418,0.71513
ST-20182-PW,PW:1717,19wk,Arm D,37.8724,22.90733,5.26074,0.51047,6.6807,4.21574,1.1403,2.57331,1.59041,0.37176,1.73249,1.2156,1.7749,2.8334,0.69172,0.39198,0.4649,1.15673,0.7882,3.52401
ST-20183-PW,PW:1716,19wk,Arm B,50.84349,12.15614,4.67599,0.93271,4.03004,9.65547,1.12283,1.61445,1.23133,1.29806,2.19669,1.32981,0.0,2.13883,0.43028,0.06142,0.06519,0.35264,0.12467,1.28973
ST-20184-PW,PW:1740,32wk,Arm B,0.40345,18.32596,6.21297,1.57198,4.88753,7.63985,6.46273,7.86349,10.4132,4.78193,10.49651,3.26847,0.0,0.0006,7.30508,0.17664,0.01266,0.81802,1.6737,0.0
ST-20185-PW,PW:1725,19wk,Arm B,69.83944,4.20583,4.09679,1.12397,1.57073,1.18014,0.32334,1.47565,0.8735,4.43151,0.7551,2.16343,0.07143,2.32554,0.46835,0.35933,0.10912,0.53811,0.05525,0.41275
ST-20186-PW,PW:1823,19wk,Arm A,40.50361,1.58887,0.0,0.9123,4.69742,2.47388,8.02422,5.33078,5.46518,1.47761,2.64772,3.05151,9.50292,2.10274,2.49155,0.86006,0.0,0.08673,0.40242,0.0
ST-20187-PW,PW:1683,19wk,Arm C,2.15271,39.32498,6.88711,1.4855,9.44536,1.47475,0.44365,8.53319,6.71284,4.50254,4.57029,0.14377,0.2793,5.60924,1.89901,0.32334,0.2447,1.03245,0.02721,0.08075
ST-20189-PW,PW:1756,19wk,Arm B,21.82304,6.34928,0.9774,2.44396,5.69664,10.75626,1.66488,3.82953,3.00573,10.90095,11.48781,1.68927,0.0,0.49321,1.73984,0.70434,0.45901,1.96981,0.59723,0.0
ST-20190-PW,PW:1777,19wk,Arm A,16.96815,55.71695,6.02195,0.0,4.67398,4.06667,1.29958,3.15621,0.66193,0.45787,1.13235,0.1561,0.0,1.04921,1.3787,0.02329,0.0,1.80733,0.0,0.0
ST-20192-PW,PW:1735,32wk,Arm C,41.85074,3.06169,0.04407,6.07412,2.78844,0.80865,2.09619,2.69681,4.85892,4.30057,4.44198,0.4498,9.88039,1.96852,0.90689,3.21864,0.0576,0.36664,0.69617,1.17329
ST-20193-PW,PW:1726,32wk,Arm C,8.48132,15.05914,11.20729,1.3014,4.94192,5.21303,1.90767,3.92163,5.8671,1.92974,7.00236,0.50736,0.9268,3.6983,1.37279,3.82104,7.32102,1.36629,0.35354,0.0
ST-20194-PW,PW:1779,19wk,Arm B,14.42486,39.61774,7.02063,1.95389,2.96744,11.6308,0.17254,5.57288,4.06801,0.89365,1.16846,0.0476,0.54081,2.02204,1.31693,2.31744,0.0089,1.00512,0.08746,0.23536
ST-20196-PW,PW:1855,19wk,Arm A,3.22805,35.47128,3.02753,4.74607,2.64331,3.7903,8.62514,4.13999,1.94725,1.18667,2.4926,5.75093,0.0,1.46811,1.39127,0.0381,0.30409,0.46633,2.6064,0.5264
ST-20197-PW,PW:1790,32wk,Arm C,49.2147,17.51379,12.1053,1.29118,2.1483,0.56141,0.25805,2.2114,1.04803,1.32944,0.66112,0.03549,5.75719,0.63508,0.80038,0.0,0.04729,0.84415,0.02996,0.61427
ST-20198-PW,PW:1771,19wk,Arm A,6.91368,27.8186,20.40509,2.63877,2.89601,2.64013,0.47045,7.5499,3.20321,3.21695,1.051,0.00254,2.0152,2.25648,0.30395,3.87258,1.95102,2.48415,0.0,0.54012
ST-20199-PW,PW:1906,32wk,Arm D,0.00045,4.33861,8.74316,5.83963,10.7027,0.53364,22.6049,1.83165,3.95658,11.52949,2.50739,4.06726,0.0,2.43686,2.42341,0.42446,0.02052,1.09914,3.38652,0.0
ST-20200-PW,PW:1909,19wk,Arm A,15.1599,19.74572,12.51675,15.36019,5.04844,2.09366,1.78033,1.83704,2.00022,2.88045,0.88116,3.33148,2.8421,1.78467,0.62957,0.81147,0.04861,0.9932,0.17421,1.39421
ST-20201-PW,PW:1764,19wk,Arm A,45.36052,13.92137,0.0,0.0,15.47314,4.86413,2.51324,1.16063,1.83589,0.25213,0.13206,0.96226,0.59336,4.04916,0.49418,0.20701,0.0,2.34896,0.0575,0.0
ST-20202-PW,PW:1849,19wk,Arm A,35.0593,2.67187,0.29613,5.45768,1.97984,21.99572,1.06965,4.49967,2.85394,8.37991,1.72981,3.95422,0.0,0.47459,1.19753,0.11888,0.0115,0.15016,4.82019,0.0
ST-20203-PW,PW:1804,19wk,Arm D,23.35132,54.04531,0.0,0.0,2.0274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ST-20204-PW,PW:1770,19wk,Arm C,3.97332,61.86854,1.68907,0.37752,2.69571,1.14467,2.7182,6.111,4.65097,2.16458,3.9554,0.17304,0.0,0.0,2.07766,0.15981,0.0,2.11687,0.11474,0.25731
ST-20205-PW,PW:1873,32wk,Arm C,24.37989,8.7103,1.48693,12.60441,3.1282,0.00348,1.95648,3.86547,2.68374,11.75251,3.42416,1.46373,10.45121,1.73873,0.4734,0.67828,0.09056,0.40668,0.4686,0.87471
ST-20206-PW,PW:1650,19wk,Arm A,21.83561,7.88433,8.45855,0.48984,4.33431,2.03305,5.79087,2.62219,0.79618,4.59885,2.17187,1.75,16.5294,4.21293,0.75784,0.10552,0.56487,1.45999,1.5436,2.48319
ST-20207-PW,PW:1808,19wk,Arm B,17.27698,6.57969,0.7241,5.63762,5.50726,1.2218,3.25286,4.93129,2.79791,0.81504,4.72566,6.94043,1.39996,12.14733,1.67474,0.3917,0.31737,0.59153,0.27813,0.73167
ST-20208-PW,PW:1893,32wk,Arm A,56.26587,0.0,0.0,0.0,11.1947,0.66562,0.99698,0.47639,6.74883,3.13394,3.67795,0.0,0.14164,0.0,1.29493,0.69071,4.64362,0.80562,1.96676,0.0
ST-20209-PW,PW:1788,19wk,Arm A,7.87014,20.90867,0.0,0.55432,6.15519,0.36658,2.19504,2.2091,2.34137,0.54489,0.50289,0.47645,0.40912,3.47531,0.87221,26.54412,1.27374,3.13046,0.06846,6.415
ST-20210-PW,PW:1876,19wk,Arm A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ST-20211-PW,PW:1822,19wk,Arm B,2.05918,36.08514,0.09835,4.37778,1.28534,0.1659,5.10374,0.94168,0.1021,0.26783,0.10121,16.52364,0.0,2.3523,0.45021,0.0,0.05381,0.79556,0.0124,0.2429
ST-20212-PW,PW:1801,19wk,Arm B,36.67586,43.67248,2.18435,0.0,0.85197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69701,0.0,0.0,0.0,0.0,0.0,10.42634
ST-20213-PW,PW:1907,32wk,Arm B,26.29923,0.03067,0.0,10.69721,6.15621,0.44356,4.49153,3.45836,5.89433,8.07816,3.71761,1.8732,0.0,0.31223,5.85816,2.16803,0.10204,1.16591,1.14466,0.0
ST-20214-PW,PW:1904,19wk,Arm B,5.10949,25.65233,0.26068,9.96439,3.35935,5.70269,3.30952,4.38252,4.51594,1.78672,1.89038,5.89019,0.05188,2.64985,0.45114,0.1003,3.69703,0.48712,5.55492,0.8377
ST-20215-PW,PW:1852,19wk,Arm A,0.18719,1.49267,0.09355,52.48012,1.22985,5.38984,9.57396,0.59909,0.25351,1.75415,2.48899,0.09569,0.0,0.03994,0.00119,0.40927,0.42598,0.16161,12.04834,0.0
ST-20216-PW,PW:1874,32wk,Arm B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ST-20217-PW,PW:1890,19wk,Arm A,47.73723,13.06976,2.71961,1.71366,1.77948,8.07696,0.77957,1.48121,0.82409,1.76546,0.19761,0.55218,0.85196,1.82099,0.73879,7.8683,0.80197,1.64713,0.24309,1.28979
ST-20218-PW,PW:1902,19wk,Arm A,11.34045,72.31594,4.32714,0.13503,0.61598,0.1403,0.10562,0.07298,0.0,0.12945,0.0,0.0,0.0,1.07637,0.01847,2.82747,0.0,2.32969,0.0,1.47462
